Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
HGDP01317,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01318,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01319,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01320,male,SAMEA3302832,"",Lahu,"",East Asia (SGDP),LahuSGDP,Simons Genome Diversity Project,,,,,
HGDP01321,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01322,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01323,female,SAMEA3302882,"",Lahu,"",East Asia (SGDP),LahuSGDP,Simons Genome Diversity Project,,,,,
HGDP01326,male,"","",Lahu,"",East Asia (HGDP),LahuHGDP,Human Genome Diversity Project,,,,,
HGDP01327,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01328,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01329,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01330,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01331,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01332,male,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01333,male,SAMEA3302817,"",She,"",East Asia (SGDP),SheSGDP,Simons Genome Diversity Project,,,,,
HGDP01334,female,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01335,female,SAMEA3302787,"",She,"",East Asia (SGDP),SheSGDP,Simons Genome Diversity Project,,,,,
HGDP01336,female,"","",She,"",East Asia (HGDP),SheHGDP,Human Genome Diversity Project,,,,,
HGDP01337,male,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01338,male,SAMEA3302888,"",Naxi,"",East Asia (SGDP),NaxiSGDP,Simons Genome Diversity Project,,,,,
HGDP01339,male,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01340,male,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01341,male,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01342,male,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01344,male,SAMEA3302776,"",Naxi,"",East Asia (SGDP),NaxiSGDP,Simons Genome Diversity Project,,,,,
HGDP01345,female,SAMEA3302620,"",Naxi,"",East Asia (SGDP),NaxiSGDP,Simons Genome Diversity Project,,,,,
HGDP01346,female,"","",Naxi,"",East Asia (HGDP),NaxiHGDP,Human Genome Diversity Project,,,,,
HGDP01347,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01348,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01349,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01350,male,SAMEA3302909,"",Tu,"",East Asia (SGDP),TuSGDP,Simons Genome Diversity Project,,,,,
HGDP01351,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01352,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01353,male,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01354,female,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01355,female,SAMEA3302824,"",Tu,"",East Asia (SGDP),TuSGDP,Simons Genome Diversity Project,,,,,
HGDP01356,female,"","",Tu,"",East Asia (HGDP),TuHGDP,Human Genome Diversity Project,,,,,
HGDP01357,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01358,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01359,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01360,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01361,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01362,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01363,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01364,male,SAMEA3302621,"",Basque,"",West Eurasia (SGDP),BasqueSGDP,Simons Genome Diversity Project,,,,,
HGDP01365,female,SAMEA3302903,"",Basque,"",West Eurasia (SGDP),BasqueSGDP,Simons Genome Diversity Project,,,,,
HGDP01366,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01367,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01368,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01369,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01370,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01371,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01372,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01373,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01374,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01375,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01376,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01377,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01378,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01379,male,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01380,female,"","",Basque,"",Europe (HGDP),BasqueHGDP,Human Genome Diversity Project,,,,,
HGDP01381,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01382,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01383,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01384,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01385,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01386,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01387,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01388,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01396,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01397,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01398,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01399,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01400,female,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01401,female,SAMEA3302728,"",Adygei,"",West Eurasia (SGDP),AdygeiSGDP,Simons Genome Diversity Project,,,,,
HGDP01402,male,SAMEA3302656,"",Adygei,"",West Eurasia (SGDP),AdygeiSGDP,Simons Genome Diversity Project,,,,,
HGDP01403,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01404,male,"","",Adygei,"",Europe (HGDP),AdygeiHGDP,Human Genome Diversity Project,,,,,
HGDP01405,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01406,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01408,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01411,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01412,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01413,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01414,female,SAMEA3302710,"",Bantu Kenya,"",Africa (SGDP),BantuKenyaSGDP,Simons Genome Diversity Project,,,,,
HGDP01415,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01416,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01417,male,SAMEA3302737,"",Bantu Kenya,"",Africa (SGDP),BantuKenyaSGDP,Simons Genome Diversity Project,,,,,
HGDP01418,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
HGDP01419,male,"","",Bantu Kenya,"",Africa (HGDP),BantuKenyaHGDP,Human Genome Diversity Project,,,,,
I1,male,SAMEA3302610,"",Irula,"",South Asia (SGDP),IrulaSGDP,Simons Genome Diversity Project,,,,,
I3,male,SAMEA3302742,"",Irula,"",South Asia (SGDP),IrulaSGDP,Simons Genome Diversity Project,,,,,
Igor20,female,SAMEA3302724,"",Igorot,"",Oceania (SGDP),IgorotSGDP,Simons Genome Diversity Project,,,,,
Igor21,male,SAMEA3302696,"",Igorot,"",Oceania (SGDP),IgorotSGDP,Simons Genome Diversity Project,,,,,
IHW9118,female,SAMEA3302719,"",Australian,"",Oceania (SGDP),AustralianSGDP,Simons Genome Diversity Project,,,,,
IHW9193,male,SAMEA3302681,"",Australian,"",Oceania (SGDP),AustralianSGDP,Simons Genome Diversity Project,,,,,
iran11,male,SAMEA3302612,"",Iranian,"",West Eurasia (SGDP),IranianSGDP,Simons Genome Diversity Project,,,,,
iran17,male,SAMEA3302874,"",Iranian,"",West Eurasia (SGDP),IranianSGDP,Simons Genome Diversity Project,,,,,
IraqiJew1771,female,SAMEA3302747,"",Iraqi Jew,"",West Eurasia (SGDP),IraqiJewSGDP,Simons Genome Diversity Project,,,,,
IraqiJew4291,male,SAMEA3302705,"",Iraqi Jew,"",West Eurasia (SGDP),IraqiJewSGDP,Simons Genome Diversity Project,,,,,
Jordan214,male,SAMEA3302729,"",Jordanian,"",West Eurasia (SGDP),JordanianSGDP,Simons Genome Diversity Project,,,,,
Jordan445,male,SAMEA3302887,"",Jordanian,"",West Eurasia (SGDP),JordanianSGDP,Simons Genome Diversity Project,,,,,
Jordan603,male,SAMEA3302675,"",Jordanian,"",West Eurasia (SGDP),JordanianSGDP,Simons Genome Diversity Project,,,,,
K1,male,SAMEA3302633,"",Kapu,"",South Asia (SGDP),KapuSGDP,Simons Genome Diversity Project,,,,,
K4,male,SAMEA3302839,"",Kapu,"",South Asia (SGDP),KapuSGDP,Simons Genome Diversity Project,,,,,
Kayseri23827,male,SAMEA3302750,"",Turkish,"",West Eurasia (SGDP),TurkishSGDP,Simons Genome Diversity Project,,,,,
Kayseri24424,female,SAMEA3302809,"",Turkish,"",West Eurasia (SGDP),TurkishSGDP,Simons Genome Diversity Project,,,,,
KD4,male,SAMEA3302861,"",Khonda Dora,"",South Asia (SGDP),KhondaDoraSGDP,Simons Genome Diversity Project,,,,,
Kor82,female,SAMEA3302806,"",Itelman,"",Central Asia and Siberia (SGDP),ItelmanSGDP,Simons Genome Diversity Project,,,,,
Kusunda02,male,SAMEA3302819,"",Kusunda,"",South Asia (SGDP),KusundaSGDP,Simons Genome Diversity Project,,,,,
Kusunda15,male,SAMEA3302911,"",Kusunda,"",South Asia (SGDP),KusundaSGDP,Simons Genome Diversity Project,,,,,
lez42,male,SAMEA3302843,"",Lezgin,"",West Eurasia (SGDP),LezginSGDP,Simons Genome Diversity Project,,,,,
lez49,male,SAMEA3302664,"",Lezgin,"",West Eurasia (SGDP),LezginSGDP,Simons Genome Diversity Project,,,,,
M4,male,SAMEA3302834,"",Madiga,"",South Asia (SGDP),MadigaSGDP,Simons Genome Diversity Project,,,,,
Mansi41,female,SAMEA3302654,"",Mansi,"",Central Asia and Siberia (SGDP),MansiSGDP,Simons Genome Diversity Project,,,,,
Mansi79,male,SAMEA3302762,"",Mansi,"",Central Asia and Siberia (SGDP),MansiSGDP,Simons Genome Diversity Project,,,,,
mg27,male,SAMEA3302808,"",Georgian,"",West Eurasia (SGDP),GeorgianSGDP,Simons Genome Diversity Project,,,,,
mg31,male,SAMEA3302838,"",Georgian,"",West Eurasia (SGDP),GeorgianSGDP,Simons Genome Diversity Project,,,,,
mixa0099,male,SAMEA3302618,"",Mixtec,"",America (SGDP),MixtecSGDP,Simons Genome Diversity Project,,,,,
mixa0105,female,SAMEA3302811,"",Mixtec,"",America (SGDP),MixtecSGDP,Simons Genome Diversity Project,,,,,
mixe0002,female,SAMEA3302796,"",Mixe,"",America (SGDP),MixeSGDP,Simons Genome Diversity Project,,,,,
mixe0007,female,SAMEA3302697,"",Mixe,"",America (SGDP),MixeSGDP,Simons Genome Diversity Project,,,,,
mixe0042,female,SAMEA3302723,"",Mixe,"",America (SGDP),MixeSGDP,Simons Genome Diversity Project,,,,,
NA00726,female,SAMEA3302891,"",Korean,"",East Asia (SGDP),KoreanSGDP,Simons Genome Diversity Project,,,,,
NA06984,male,SAME124763,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012353,0.0255854,0.00867504,-0.0220765,-0.00136898
NA06985,female,SAME124762,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.011861,0.0256878,0.0076355,-0.021375,-0.00228941
NA06986,male,SAME124764,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0116986,0.0256582,0.00770394,-0.0211554,-0.00298089
NA06989,female,SAME124760,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124626,0.0257944,0.00833283,-0.0230371,-0.00156429
NA06991,female,SAME124936,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA06993,male,SAME124934,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA06994,male,SAME124931,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012264,0.0255525,0.00781748,-0.0214521,-0.00206698
NA06995,male,SAME123994,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA06997,female,SAME124930,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07000,female,SAME124963,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122408,0.0257625,0.00758243,-0.0220702,-0.003673
NA07014,female,SAME125162,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07019,female,SAME125152,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07022,male,SAME125336,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07029,male,SAME125338,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07031,female,SAME122860,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07034,male,SAME122863,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07037,female,SAME122862,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119503,0.0256616,0.00742702,-0.0212743,-0.00381491
NA07045,female,SAME124187,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07048,male,SAME124188,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0118855,0.0252846,0.00776831,-0.0217185,-0.000431977
NA07051,male,SAME124378,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121793,0.0251891,0.00790661,-0.0217081,0.000890695
NA07055,female,SAME124767,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07056,female,SAME124375,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120903,0.0253996,0.00763992,-0.0210509,-0.00291041
NA07340,female,SAME123573,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes phase 3 release,,,,,
NA07345,female,SAME123570,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07346,female,SAME123571,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",,,,,
NA07347,male,SAME123572,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119484,0.0263457,0.0079016,-0.0218827,-0.00329459
NA07348,female,SAME123567,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07349,male,SAME123568,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA07357,male,SAME123412,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122384,0.025288,0.00776294,-0.0212866,-0.00178872
NA07435,male,SAME124342,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10830,male,SAME124548,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10831,female,SAME124549,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10835,male,SAME124547,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10836,female,SAME124545,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10837,male,SAME124546,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10838,male,SAME124550,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10839,female,SAME124551,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10840,female,SAME124756,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10842,male,SAME124755,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10843,female,SAME124754,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10845,male,SAME124759,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10846,male,SAME124758,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10847,female,SAME124757,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121112,0.0261898,0.00794245,-0.0220346,-0.00453643
NA10850,female,SAME124929,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes phase 3 release,,,,,
NA10851,male,SAME125317,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123246,0.0256597,0.00776748,-0.021926,-0.00288488
NA10852,female,SAME125320,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10853,male,SAME124932,CEU,CEPH,EUR,European Ancestry,CEU,1000 Genomes phase 3 release,,,,,
NA10854,female,SAME124933,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10855,female,SAME125331,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10856,male,SAME124935,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10857,male,SAME125332,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10859,female,SAME124937,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10860,male,SAME125131,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10861,female,SAME125130,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10863,female,SAME125132,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10864,female,SAME125129,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA10865,male,SAME125128,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA11200,male,SAMEA3302848,"",Quechua,"",America (SGDP),QuechuaSGDP,Simons Genome Diversity Project,,,,,
NA11201,female,SAMEA3302896,"",Quechua,"",America (SGDP),QuechuaSGDP,Simons Genome Diversity Project,,,,,
NA11829,male,SAME124761,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012175,0.0258224,0.00859368,-0.0219654,-0.00359741
NA11830,female,SAME124553,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119974,0.0239624,0.00750357,-0.0204548,0.000478043
NA11831,male,SAME124552,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120745,0.025481,0.00832356,-0.0218089,-0.00205333
NA11832,female,SAME124554,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120658,0.0256351,0.00751022,-0.0219046,-0.00187755
NA11839,male,SAME124555,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA11840,female,SAME125139,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123467,0.0253949,0.00815771,-0.021377,-0.00254252
NA11843,male,SAME125140,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120799,0.0248675,0.00808859,-0.0221632,-0.00089
NA11881,male,SAME123209,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121449,0.0254798,0.00739652,-0.0216124,-0.00232812
NA11882,female,SAME123210,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA11891,male,SAME123046,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA11892,female,SAME123045,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120548,0.025306,0.00776067,-0.0220591,-0.00352651
NA11893,male,SAME123044,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124245,0.0257841,0.00779707,-0.0218606,-0.0019521
